file,mae,mse,rmse,r2,noise_mean,delay_median,delay_mean,delay_std,delay_min,delay_max
0,10.067813592603263,185.71708245761,13.627805489425286,0.7183275063193557,,9.740453855590491,12.548378015698628,23.125349031179717,-41.0280332484786,125.63235207172622
1,17.25889649000977,489.2520726378029,22.119043212530755,0.6249549458765147,2.555992282326937,14.331178756485205,17.071611010697268,25.559475576100944,-41.97261141312763,208.1942674074481
2,16.87402614158237,512.0428473691924,22.628363780202765,0.6781825629160003,2.589714848528952,62.57363019897112,62.470021028987695,36.3968458333721,-40.739356508338666,249.02057679304048
3,17.26875516727005,469.572288343694,21.669616709662726,0.3665047143563394,2.614312254509292,54.46111498088021,54.301755444776866,39.98444319299125,-33.12011878823573,240.1385305324949
4,12.093036959039503,240.9661306421557,15.523083799366534,0.7709990326952486,2.5805435377098584,64.28945353711092,66.55132129549682,27.215951009110157,-15.112264405900124,216.79540363456715
5,10.481181229617754,203.08240943436863,14.25069855952222,0.6486497592333038,2.5886580713841645,17.84471784411278,23.28533704475026,32.44219422028256,-46.438829960516976,199.75391824366616
6,7.935302272515498,108.24676243258186,10.404170434618123,0.8804526970252081,2.571388204108151,47.76794068230904,48.99147281973866,24.054546752882917,-34.90385939659282,225.29630779264824
7,7.935309300843804,108.25877022441198,10.404747484894193,0.8804394356666629,,45.77206044533904,43.36273800655481,30.13972581115067,-38.26755974975567,170.84409340398162
8,10.095656116679889,200.5234107976304,14.160628898379844,0.7601320019187805,,24.453131549331104,28.295264361113382,29.200587386382136,-41.13028502009868,183.49586971662305
